1,517,47
2,675,36
3,18,5
4,680,34
5,896,5
6,773,22
7,815,66
8,105,57
9,600,53
10,754,39
11,300,60
12,672,80
13,83,67
14,396,84
15,284,69
16,111,95
17,609,71
18,69,89
19,74,22
20,767,49
21,323,24
22,778,82
23,739,16
24,934,9
25,425,63
26,985,93
27,420,39
28,346,77
29,180,78
30,545,25
31,695,30
32,876,15
33,98,78
34,792,36
35,366,32
36,955,72
37,341,40
38,427,32
39,280,8
40,385,44
41,596,11
42,145,85
43,475,99
44,965,54
45,58,16
46,100,28
47,360,72
48,125,66
49,274,62
50,893,61
51,638,96
52,374,21
53,698,97
54,779,97
55,771,91
56,598,6
57,278,100
58,372,79
59,243,45
60,125,87
61,79,53
62,760,32
63,750,28
64,903,75
65,977,21
66,806,56
67,796,74
68,392,96
69,304,26
70,3,21
71,949,50
72,727,49
73,269,20
74,840,62
75,786,76
76,860,22
77,264,23
78,802,78
79,983,100
80,890,36
81,7,75
82,218,69
83,539,11
84,214,55
85,221,45
86,211,57
87,484,62
88,515,92
89,217,58
90,8,15
91,68,11
92,4,14
93,83,82
94,278,25
95,733,40
96,261,48
97,535,31
98,134,97
99,498,44
100,226,50
101,280,89
102,770,15
103,865,98
104,811,48
105,911,54
106,272,79
107,215,25
108,462,25
109,93,40
110,30,88
111,991,97
112,207,11
113,157,5
114,126,41
115,968,66
116,431,96
117,955,24
118,887,9
119,684,21
120,351,33
121,776,49
122,148,64
123,56,63
124,25,89
125,870,69
126,324,71
127,593,98
128,210,26
129,132,85
130,975,100
131,650,29
132,865,14
133,138,50
134,691,53
135,220,63
136,142,82
137,225,90
138,574,89
139,636,55
140,235,64
141,257,43
142,720,82
143,765,23
144,124,60
145,158,8
146,744,30
147,561,30
148,643,56
149,271,49
150,975,36
151,190,63
152,257,54
153,108,5
154,202,73
155,689,37
156,237,50
157,770,88
158,522,83
159,558,13
160,473,91
161,222,9
162,616,45
163,956,27
164,240,84
165,521,61
166,914,35
167,794,76
168,582,34
169,376,33
170,37,97
171,352,48
172,735,7
173,429,72
174,612,10
175,819,85
176,714,91
177,528,34
178,818,43
179,960,73
180,340,59
181,640,12
182,512,61
183,299,10
184,124,41
185,298,72
186,737,8
187,165,85
188,512,25
189,175,48
190,9,46
191,849,38
192,510,5
193,856,32
194,41,70
195,102,36
196,757,37
197,710,6
198,81,40
199,883,37
200,371,66
201,415,43
202,949,18
203,466,34
204,22,25
205,553,54
206,321,33
207,905,60
208,89,76
209,117,80
210,188,66
211,414,12
212,968,79
213,185,16
214,476,27
215,427,22
216,445,52
217,518,95
218,779,13
219,20,54
220,810,44
221,485,79
222,380,14
223,978,90
224,688,19
225,543,12
226,200,25
227,983,31
228,462,53
229,106,19
230,284,8
231,599,67
232,902,79
233,518,35
234,567,77
235,444,26
236,92,77
237,997,61
238,386,22
239,553,52
240,67,81
241,58,67
242,456,9
243,944,73
244,78,49
245,259,74
246,816,23
247,159,16
248,986,85
249,909,89
250,877,56
251,325,82
252,98,98
253,73,77
254,36,74
255,695,83
256,52,44
257,770,60
258,89,57
259,13,45
260,61,75
261,947,47
262,309,77
263,193,28
264,719,18
265,722,80
266,221,6
267,917,45
268,149,35
269,772,67
270,819,77
271,965,97
272,845,41
273,801,86
274,453,84
275,95,13
276,405,79
277,156,64
278,791,47
279,224,17
280,534,58
281,979,89
282,46,76
283,54,10
284,815,9
285,81,76
286,364,85
287,518,10
288,565,29
289,792,83
290,647,14
291,650,70
292,979,17
293,242,98
294,324,37
295,710,52
296,948,6
297,626,100
298,137,16
299,19,37
300,770,35
301,737,90
302,810,56
303,838,64
304,57,53
305,395,32
306,854,87
307,506,23
308,899,93
309,602,76
310,899,75
311,175,52
312,236,25
313,777,60
314,599,49
315,380,19
316,775,77
317,778,41
318,879,42
319,950,25
320,67,7
321,971,53
322,146,69
323,224,62
324,721,95
325,314,18
326,210,51
327,498,71
328,193,34
329,151,19
330,307,5
331,712,47
332,116,20
333,178,67
334,499,78
335,170,93
336,742,49
337,700,37
338,49,65
339,46,11
340,10,33
341,698,15
342,931,48
343,171,77
344,775,37
345,348,32
346,71,18
347,456,90
348,652,27
349,365,7
350,724,14
351,774,27
352,182,33
353,89,40
354,31,99
355,171,42
356,321,38
357,144,59
358,952,24
359,996,19
360,565,94
361,421,87
362,68,81
363,167,84
364,229,20
365,656,43
366,458,75
367,313,21
368,743,80
369,388,22
370,671,28
371,559,100
372,356,99
373,242,34
374,991,54
375,32,48
376,520,7
377,463,38
378,844,69
379,402,33
380,815,8
381,769,59
382,951,75
383,303,12
384,700,88
385,996,46
386,896,26
387,466,84
388,367,79
389,480,68
390,1000,55
391,241,10
392,281,99
393,863,54
394,546,61
395,841,89
396,671,98
397,648,44
398,442,77
399,421,65
400,224,22
401,686,53
402,402,74
403,256,22
404,483,49
405,403,8
406,950,13
407,958,33
408,124,27
409,324,55
410,391,58
411,428,94
412,45,48
413,23,76
414,379,17
415,968,41
416,686,39
417,530,72
418,518,35
419,672,10
420,819,74
421,616,20
422,885,85
423,530,10
424,644,18
425,831,29
426,914,78
427,720,49
428,738,64
429,332,46
430,788,12
431,280,33
432,119,54
433,185,53
434,159,28
435,400,42
436,38,47
437,640,45
438,363,40
439,263,54
440,927,95
441,458,28
442,863,52
443,710,7
444,733,95
445,163,54
446,180,95
447,165,43
448,954,43
449,479,64
450,596,81
451,715,42
452,947,74
453,352,30
454,933,96
455,177,15
456,551,60
457,537,97
458,46,78
459,882,36
460,834,42
461,657,16
462,351,73
463,152,10
464,702,59
465,394,68
466,20,36
467,652,94
468,263,57
469,472,28
470,367,92
471,969,86
472,929,78
473,346,49
474,923,72
475,309,7
476,598,96
477,980,90
478,878,40
479,999,96
480,111,11
481,921,11
482,61,18
483,35,14
484,142,34
485,591,33
486,603,86
487,928,33
488,200,29
489,988,18
490,864,15
491,589,9
492,652,88
493,880,100
494,955,9
495,636,55
496,518,45
497,382,89
498,446,8
499,278,23
500,335,56
501,863,93
502,252,13
503,526,45
504,322,67
505,731,18
506,974,64
507,432,34
508,51,21
509,462,92
510,934,42
511,799,48
512,732,31
513,253,48
514,838,88
515,227,78
516,647,100
517,309,24
518,115,34
519,53,6
520,130,84
521,430,25
522,619,60
523,749,40
524,822,65
525,855,63
526,247,5
527,277,50
528,457,16
529,421,18
530,261,66
531,507,61
532,323,79
533,477,67
534,134,32
535,120,62
536,3,91
537,625,10
538,503,85
539,137,29
540,868,72
541,244,67
542,914,70
543,827,19
544,789,70
545,823,61
546,354,25
547,48,23
548,923,45
549,642,8
550,194,16
551,532,34
552,156,18
553,93,79
554,117,98
555,800,59
556,777,40
557,318,28
558,366,49
559,607,29
560,253,37
561,416,80
562,602,37
563,83,26
564,186,87
565,877,5
566,63,52
567,211,72
568,462,72
569,158,81
570,853,74
571,650,36
572,316,58
573,345,70
574,639,41
575,500,71
576,834,30
577,602,64
578,884,90
579,418,40
580,616,91
581,802,67
582,475,11
583,11,60
584,236,21
585,700,89
586,255,47
587,278,97
588,585,79
589,975,59
590,682,42
591,161,77
592,863,66
593,681,7
594,850,88
595,973,57
596,497,69
597,452,90
598,993,71
599,196,92
600,405,53
601,346,7
602,478,38
603,569,78
604,572,78
605,237,14
606,650,19
607,895,46
608,958,81
609,287,56
610,631,50
611,841,20
612,851,67
613,406,43
614,964,86
615,950,13
616,208,19
617,726,11
618,584,88
619,716,43
620,107,21
621,901,18
622,336,38
623,372,61
624,702,14
625,868,16
626,487,40
627,729,71
628,92,75
629,525,6
630,204,16
631,953,73
632,17,39
633,876,85
634,82,83
635,843,57
636,908,61
637,678,81
638,785,68
639,693,100
640,506,55
641,907,70
642,82,98
643,380,80
644,471,39
645,486,61
646,461,36
647,858,5
648,293,71
649,378,54
650,481,11
651,946,99
652,514,23
653,41,79
654,277,28
655,115,45
656,578,26
657,690,56
658,301,65
659,891,12
660,576,33
661,688,48
662,993,62
663,325,28
664,62,67
665,122,14
666,147,6
667,103,73
668,98,82
669,650,62
670,565,56
671,597,49
672,954,7
673,253,36
674,392,37
675,803,19
676,435,66
677,789,93
678,657,6
679,570,73
680,368,87
681,553,57
682,881,44
683,19,95
684,199,27
685,323,80
686,494,66
687,964,53
688,201,25
689,738,7
690,129,54
691,30,61
692,402,17
693,341,70
694,842,8
695,173,98
696,685,76
697,407,65
698,634,53
699,878,97
700,888,12
701,957,22
702,674,98
703,244,55
704,666,66
705,709,54
706,428,65
707,28,93
708,201,13
709,443,31
710,329,67
711,319,19
712,277,15
713,187,11
714,582,84
715,547,72
716,112,30
717,510,37
718,326,43
719,174,9
720,107,66
721,536,65
722,995,63
723,173,20
724,901,21
725,333,28
726,317,13
727,478,38
728,926,52
729,327,74
730,137,76
731,358,83
732,695,30
733,432,79
734,507,94
735,474,71
736,941,38
737,636,9
738,135,72
739,717,26
740,548,15
741,539,85
742,235,53
743,58,17
744,121,10
745,754,75
746,853,94
747,388,49
748,247,30
749,476,71
750,274,27
751,717,61
752,224,74
753,460,97
754,192,46
755,8,36
756,394,9
757,63,19
758,57,71
759,842,8
760,229,54
761,147,94
762,427,10
763,314,5
764,987,85
765,158,97
766,927,85
767,895,8
768,782,92
769,787,77
770,954,54
771,534,83
772,143,42
773,811,70
774,870,61
775,264,78
776,8,55
777,325,30
778,648,77
779,916,73
780,811,14
781,251,78
782,851,23
783,845,41
784,578,50
785,227,72
786,381,62
787,576,29
788,749,44
789,632,100
790,696,83
791,579,67
792,891,52
793,868,79
794,632,54
795,397,8
796,365,52
797,750,59
798,550,56
799,13,38
800,661,35
801,918,18
802,367,60
803,540,49
804,229,98
805,648,82
806,848,14
807,655,62
808,318,80
809,612,80
810,544,62
811,394,8
812,676,62
813,163,53
814,294,60
815,617,75
816,74,84
817,99,97
818,575,80
819,20,18
820,459,8
821,474,59
822,366,47
823,637,60
824,55,36
825,231,6
826,150,51
827,960,62
828,129,86
829,277,48
830,538,37
831,936,43
832,74,95
833,167,84
834,546,72
835,553,37
836,708,55
837,291,62
838,408,36
839,246,25
840,988,56
841,391,74
842,662,45
843,711,51
844,37,27
845,222,27
846,541,43
847,185,96
848,29,59
849,184,75
850,779,49
851,437,99
852,101,85
853,3,23
854,298,88
855,686,57
856,253,66
857,364,50
858,428,34
859,613,31
860,667,35
861,384,80
862,131,5
863,286,35
864,406,52
865,208,100
866,209,88
867,185,42
868,750,10
869,800,47
870,729,72
871,9,48
872,182,16
873,372,59
874,273,48
875,918,97
876,171,69
877,617,91
878,77,19
879,317,67
880,673,24
881,315,69
882,277,9
883,382,26
884,962,27
885,201,91
886,457,23
887,968,70
888,596,57
889,36,73
890,824,80
891,591,31
892,341,27
893,41,47
894,526,35
895,180,99
896,371,11
897,67,16
898,967,80
899,596,99
900,263,21
901,23,58
902,132,7
903,829,60
904,727,83
905,640,61
906,607,14
907,696,90
908,858,33
909,312,90
910,990,7
911,839,81
912,828,82
913,116,34
914,40,26
915,233,69
916,321,72
917,54,23
918,637,99
919,122,68
920,468,28
921,541,11
922,416,12
923,457,62
924,425,58
925,641,80
926,399,19
927,761,73
928,588,99
929,205,69
930,418,74
931,162,26
932,568,98
933,511,28
934,810,84
935,533,24
936,695,16
937,449,13
938,851,87
939,211,34
940,114,14
941,641,97
942,860,57
943,596,52
944,837,99
945,850,83
946,657,61
947,520,99
948,499,88
949,4,9
950,781,15
951,685,85
952,438,43
953,785,26
954,512,32
955,242,38
956,578,78
957,87,45
958,477,44
959,339,34
960,300,90
961,462,88
962,604,80
963,531,82
964,382,7
965,160,67
966,819,47
967,767,11
968,933,30
969,720,82
970,712,44
971,473,88
972,766,81
973,283,76
974,542,68
975,329,16
976,243,32
977,496,69
978,165,31
979,997,83
980,622,78
981,515,51
982,772,67
983,683,22
984,60,38
985,778,82
986,266,22
987,247,57
988,937,35
989,925,86
990,768,56
991,730,33
992,500,68
993,286,98
994,837,24
995,462,88
996,999,63
997,766,99
998,177,84
999,346,86
1000,236,51
